GraphName;TotalNodes;TotalEdges;OrderingType;K;CompleteHeuristicName;HeuristicName;NormalizedLoad;CuttedEdges;MaxCuttedEdgesRatio;MinCuttedEdgesRatio;CuttedEdgesRatio;MaxTime;MinTime;AvgTime;MaxIOTime;MinIOTime;AvgIOTime;MaxPartitioningTime;MinPartitioningTime;AvgPartitioningTime;IterationTime
add32.graph;4960;9462;.bfs;2;Hashing;H;1.0;5369.5;0.5699640667934898;0.5627774254914394;0.5674804481082223;28;13;17.25;4;3;3.25;24;24;14.0;4
add32.graph;4960;9462;.bfs;2;Unweighted_Deterministic_Greedy_Parallel;UDG;10.004.032.258.064.500;987.0;0.11562037624180935;0.1000845487212006;0.10431198478123019;40;29;33.0;6;2;3.75;34;34;29.25;4
add32.graph;4960;9462;.bfs;2;Linear_Deterministic_Greedy_Parallel;LDG;1.0;988.25;0.11583174804481082;0.1000845487212006;0.10444409215810611;42;38;40.75;6;2;3.75;40;40;37.0;4
add32.graph;4960;9462;.bfs;2;Exponentially_Deterministic_Greedy_Parallel;EDG;1.0;988.25;0.11583174804481082;0.1000845487212006;0.10444409215810611;50;37;44.25;4;3;3.75;46;46;40.5;4
add32.graph;4960;9462;.bfs;2;Unweighted_Randomized_Greedy_Parallel;URG;10.004.032.258.064.500;987.0;0.11562037624180935;0.1000845487212006;0.10431198478123019;67;45;59.0;5;3;4.25;64;64;54.75;4
add32.graph;4960;9462;.bfs;2;Linear_Randomized_Greedy_Parallel;LRG;1.0;988.25;0.11583174804481082;0.1000845487212006;0.10444409215810611;100;70;85.75;15;5;7.5;85;85;78.25;4
add32.graph;4960;9462;.bfs;2;Exponentially_Randomized_Greedy_Parallel;ERG;1.0;988.25;0.11583174804481082;0.1000845487212006;0.10444409215810611;103;90;96.5;7;3;4.75;99;99;91.75;4
add32.graph;4960;9462;.bfs;2;Unweighted_Triangles_Parallel;UT;1.0;1642.5;0.1752272246882266;0.1696258719086874;0.17358909321496513;50;32;43.5;15;3;6.5;44;44;37.0;4
add32.graph;4960;9462;.bfs;2;Linear_Triangles_Parallel;LT;1.0;1642.5;0.1752272246882266;0.1696258719086874;0.17358909321496513;47;41;43.25;5;3;4.0;43;43;39.25;4
add32.graph;4960;9462;.bfs;2;Exponentially_Triangles_Parallel;ET;1.0;1642.5;0.1752272246882266;0.1696258719086874;0.17358909321496513;50;34;38.5;5;2;3.75;48;48;34.75;4
